Urban Area,Year,Freeway Daily Vehicle-Miles of Travel,Arterial Street Daily Vehicle-Miles of Travel,Annual Excess Fuel Consumed Total Gallons,Rank,Annual Excess Fuel Consumed Gallons per Auto Commuter,Rank,Annual Hours of Delay per Auto Commuter,Rank,Commuter Stress Index Value,Rank,Annual Congestion Cost Total Dollars (million),Rank
El Paso TX-NM,1988,2620,3490,2470,63,4,66,16,62,1.12,45,232,65
El Paso TX-NM,1989,2420,3620,2753,62,5,57,18,59,1.13,45,247,63
El Paso TX-NM,1990,2650,3725,3350,58,6,51,20,59,1.14,45,285,60
El Paso TX-NM,1991,2830,3960,3836,57,7,49,22,54,1.15,44,313,58
El Paso TX-NM,1992,3030,4115,4277,55,7,53,24,54,1.17,41,339,56
El Paso TX-NM,1993,3255,4460,4511,59,8,50,25,55,1.17,43,347,56
El Paso TX-NM,1994,3410,4550,4810,60,8,56,26,57,1.18,42,360,60
El Paso TX-NM,1995,3430,4690,5082,59,9,53,27,59,1.18,43,370,61
El Paso TX-NM,1996,3400,4805,5418,61,9,60,28,61,1.19,41,383,59
El Paso TX-NM,1997,3460,4950,5751,60,10,58,29,62,1.19,42,398,60
El Paso TX-NM,1998,3650,5025,6254,59,11,56,30,62,1.2,40,426,60
El Paso TX-NM,1999,3900,5110,6771,59,12,56,32,58,1.21,39,451,59
El Paso TX-NM,2000,4100,5205,6951,59,12,60,32,62,1.21,40,448,60
El Paso TX-NM,2001,4350,5300,7379,58,13,58,33,59,1.22,40,463,59
El Paso TX-NM,2002,4550,5435,7679,58,13,64,34,55,1.22,42,474,58
El Paso TX-NM,2003,4800,5705,8335,56,14,62,37,49,1.24,39,503,58
El Paso TX-NM,2004,5100,5910,8479,57,15,59,37,53,1.24,39,498,58
El Paso TX-NM,2005,5350,6100,8489,60,15,65,37,55,1.23,41,483,59
El Paso TX-NM,2006,5695,5925,8676,60,15,67,37,57,1.24,41,477,60
El Paso TX-NM,2007,5505,6090,8890,60,15,72,37,60,1.24,42,476,60
El Paso TX-NM,2008,5495,6015,8816,61,15,74,36,66,1.23,44,455,62
El Paso TX-NM,2009,5522,6045,8806,60,15,68,35,63,1.23,39,456,61
El Paso TX-NM,2010,5569,6186,8892,60,15,71,34,71,1.22,45,453,62
El Paso TX-NM,2011,5684,6314,9008,60,16,69,33,75,1.22,45,445,62
El Paso TX-NM,2012,5800,6225,9233,61,16,69,34,72,1.22,47,447,62
El Paso TX-NM,2013,5806,5667,9311,60,16,71,33,79,1.22,46,444,62
El Paso TX-NM,2014,5777,5633,9360,60,16,75,33,81,1.22,49,439,62
Eugene OR,1982,670,1540,555,83,3,36,8,73,1.06,66,57,88
Eugene OR,1983,680,1550,593,85,3,42,8,76,1.06,67,59,88
Eugene OR,1984,730,1575,642,84,3,54,9,78,1.06,76,61,88
Eugene OR,1985,705,1580,706,85,4,40,10,80,1.07,66,65,87
Eugene OR,1986,700,1595,784,85,4,48,11,78,1.08,63,71,87
Eugene OR,1987,715,1610,813,86,4,55,12,79,1.08,67,70,88
Eugene OR,1988,790,1620,1004,85,5,47,14,75,1.09,66,84,87
Eugene OR,1989,880,1640,1162,84,6,44,16,69,1.1,63,92,87
Eugene OR,1990,905,1640,1288,84,7,38,18,67,1.11,59,97,87
Eugene OR,1991,905,1660,1514,84,8,31,20,65,1.12,54,110,87
Eugene OR,1992,930,1675,1679,83,9,28,22,63,1.13,51,118,87
Eugene OR,1993,1040,1705,1792,82,9,41,23,66,1.14,50,122,88
Eugene OR,1994,1060,1680,1857,83,10,37,23,69,1.14,58,124,89
Eugene OR,1995,1100,1700,1988,84,10,44,25,67,1.15,55,129,89
Eugene OR,1996,1165,1725,2187,81,11,41,26,68,1.15,58,137,88
Eugene OR,1997,1185,1740,2398,82,12,38,27,66,1.16,55,147,87
Eugene OR,1998,1235,1775,2537,82,13,34,28,66,1.16,60,153,87
Eugene OR,1999,1300,1840,2735,82,14,34,30,67,1.17,58,162,88
Eugene OR,2000,1335,1900,2823,85,15,33,30,69,1.18,54,162,88
Eugene OR,2001,1325,1800,3001,86,16,31,30,74,1.18,57,167,90
Eugene OR,2002,1305,1825,3153,87,16,36,31,75,1.18,60,173,91
Eugene OR,2003,1390,1900,3260,88,17,36,31,77,1.18,62,175,91
Eugene OR,2004,1515,1925,3380,88,18,33,32,77,1.19,55,176,91
Eugene OR,2005,1535,1950,3492,88,18,39,33,74,1.19,58,176,90
Eugene OR,2006,1545,2020,3556,88,18,45,33,79,1.19,59,174,92
Eugene OR,2007,1580,1980,3639,88,19,41,33,80,1.19,63,173,93
Eugene OR,2008,1540,1915,3771,88,20,30,35,75,1.2,57,173,91
Eugene OR,2009,1680,1858,3404,89,18,45,31,81,1.18,62,156,93
Eugene OR,2010,1746,1860,3425,89,18,48,31,82,1.18,65,155,93
Eugene OR,2011,1763,1866,3571,88,18,51,32,81,1.19,60,156,93
Eugene OR,2012,1605,1910,3624,89,19,47,32,80,1.19,60,156,93
Eugene OR,2013,1583,1852,3678,89,19,49,33,79,1.19,60,156,93
Eugene OR,2014,1597,1798,3728,91,19,51,33,81,1.19,61,155,93
Fresno CA,1982,1100,4245,1040,71,2,62,10,58,1.25,8,113,73
Fresno CA,1983,1150,4410,1119,71,2,68,10,64,1.25,10,118,73
Fresno CA,1984,1270,4550,1210,73,2,78,10,70,1.26,9,122,76
Fresno CA,1985,1335,4715,1388,73,3,63,11,72,1.26,8,135,74
Fresno CA,1986,1385,4800,1679,70,3,71,13,65,1.27,9,160,71
Fresno CA,1987,1370,1980,1806,71,4,55,14,64,1.28,7,166,73
Fresno CA,1988,1395,5130,1925,73,4,66,14,75,1.28,8,170,75
Fresno CA,1989,1500,5220,1967,74,4,72,14,80,1.27,10,166,77
Fresno CA,1990,1580,5250,2127,75,4,77,14,86,1.28,10,170,78
Fresno CA,1991,1625,5295,2248,77,4,82,15,86,1.28,10,173,77
Fresno CA,1992,1690,5350,2490,75,5,77,15,88,1.28,11,186,77
Fresno CA,1993,1710,5440,2591,76,5,79,16,89,1.29,10,188,78
Fresno CA,1994,1740,5480,2612,76,5,85,15,91,1.28,13,184,79
Fresno CA,1995,1885,5505,2829,76,6,81,16,91,1.29,13,194,78
Fresno CA,1996,1895,5700,2979,76,6,84,17,91,1.29,15,199,78
Fresno CA,1997,1915,5940,3155,77,6,87,17,92,1.29,16,206,79
Fresno CA,1998,2025,6180,3352,76,7,85,18,92,1.3,16,215,79
Fresno CA,1999,2200,6250,3793,76,7,88,20,92,1.31,16,238,77
Fresno CA,2000,2550,6505,3896,77,8,87,20,92,1.31,17,237,77
Fresno CA,2001,2520,6400,4212,77,8,89,21,92,1.32,16,249,79
Fresno CA,2002,3215,6510,4539,77,9,88,22,93,1.32,17,264,80
Fresno CA,2003,3280,6540,4684,77,9,90,22,93,1.32,17,266,81
Fresno CA,2004,3645,6440,4895,77,10,89,23,92,1.32,20,271,82
Fresno CA,2005,3865,6470,5015,77,10,89,23,93,1.32,22,268,84
Fresno CA,2006,3890,6435,5205,78,10,91,23,93,1.32,23,270,83
Fresno CA,2007,3740,6475,5372,79,11,91,23,93,1.33,19,271,83
Fresno CA,2008,3900,6600,5156,80,10,94,22,93,1.32,19,250,85
Fresno CA,2009,3857,6527,5101,80,10,92,21,93,1.32,19,249,84
Fresno CA,2010,3835,6281,5194,81,10,93,21,94,1.32,19,249,84
Fresno CA,2011,3857,6318,5267,81,10,94,22,93,1.32,19,245,84
Fresno CA,2012,3820,6110,5290,81,10,94,21,94,1.32,20,241,85
Fresno CA,2013,3129,7217,5505,82,11,92,22,93,1.32,22,247,85
Fresno CA,2014,3160,7289,5682,80,11,92,23,92,1.33,20,251,85
Grand Rapids MI,1982,1625,3160,985,73,2,62,8,73,1.06,66,108,74
Grand Rapids MI,1983,1700,3315,1041,73,2,68,8,76,1.06,67,110,74
Grand Rapids MI,1984,1785,3575,1393,70,3,54,10,70,1.07,62,141,70
Grand Rapids MI,1985,1955,3875,1742,68,3,63,12,63,1.08,58,171,67
Grand Rapids MI,1986,2060,4405,2079,64,4,48,14,58,1.09,56,200,66
Grand Rapids MI,1987,2115,4485,2300,63,4,55,15,61,1.09,59,213,66
Grand Rapids MI,1988,2370,4590,2371,65,4,66,16,62,1.09,66,211,66
Grand Rapids MI,1989,2530,4670,2491,67,5,57,16,69,1.09,69,212,68
Grand Rapids MI,1990,2635,4805,3000,65,5,64,19,64,1.11,59,242,66
Grand Rapids MI,1991,2800,4990,3636,60,7,49,22,54,1.12,54,281,63
Grand Rapids MI,1992,3180,5350,4062,60,7,53,24,54,1.13,51,305,64
Grand Rapids MI,1993,3490,5670,4637,57,8,50,27,44,1.14,50,338,62
Grand Rapids MI,1994,3360,5765,4906,58,9,49,27,52,1.15,51,349,65
Grand Rapids MI,1995,3270,5810,5215,58,9,53,28,53,1.15,55,361,64
Grand Rapids MI,1996,3345,5840,5576,58,10,50,29,56,1.16,53,374,64
Grand Rapids MI,1997,3550,5880,6113,56,11,49,31,50,1.16,55,401,59
Grand Rapids MI,1998,3800,6165,6626,56,12,47,33,47,1.17,53,428,59
Grand Rapids MI,1999,3900,6280,7141,57,13,44,34,47,1.18,53,452,58
Grand Rapids MI,2000,4000,6440,7617,56,14,43,35,47,1.18,54,466,57
Grand Rapids MI,2001,4100,6750,7827,56,14,52,35,47,1.18,57,466,57
Grand Rapids MI,2002,4300,7005,7885,57,14,55,34,55,1.18,60,462,60
Grand Rapids MI,2003,4515,7300,8303,57,15,52,35,57,1.18,62,475,60
Grand Rapids MI,2004,4895,7715,8400,58,15,59,35,59,1.18,66,469,61
Grand Rapids MI,2005,4885,8150,8697,57,16,55,36,58,1.18,68,469,60
Grand Rapids MI,2006,4945,8585,8921,58,16,60,36,61,1.19,59,466,61
Grand Rapids MI,2007,5090,8560,9297,58,17,57,38,55,1.19,63,473,61
Grand Rapids MI,2008,5100,8455,9610,57,17,61,39,52,1.2,57,470,60
Grand Rapids MI,2009,5300,8201,9061,58,16,61,36,59,1.18,62,445,62
Grand Rapids MI,2010,5527,7800,9407,58,17,58,36,61,1.19,58,455,61
Grand Rapids MI,2011,5624,7725,9717,57,18,51,38,50,1.19,60,455,61
Grand Rapids MI,2012,5305,7410,10012,57,18,55,38,50,1.2,55,459,61
Grand Rapids MI,2013,5480,7312,10404,57,19,49,40,47,1.2,56,471,61
Grand Rapids MI,2014,5617,7539,10552,56,19,51,39,51,1.2,57,470,59
Greensboro NC,1982,1275,2100,247,95,1,86,5,95,1.02,100,30,94
Greensboro NC,1983,1310,2170,262,96,1,86,5,97,1.02,100,31,95
Greensboro NC,1984,1350,2195,268,96,1,87,5,97,1.02,100,30,96
Greensboro NC,1985,1480,2205,277,96,1,90,5,97,1.02,100,30,98
Greensboro NC,1986,1560,2305,307,97,1,91,6,97,1.02,100,33,98
Greensboro NC,1987,1610,2315,359,97,1,93,6,98,1.03,100,37,98
Greensboro NC,1988,1675,2295,419,95,2,86,7,95,1.03,100,42,96
Greensboro NC,1989,1775,2300,540,94,2,89,9,92,1.03,100,51,95
Greensboro NC,1990,1985,2315,691,92,3,87,11,90,1.04,99,62,92
Greensboro NC,1991,2060,2345,875,91,4,82,13,90,1.05,98,76,92
Greensboro NC,1992,2345,2340,1091,89,4,86,16,85,1.06,98,92,91
Greensboro NC,1993,2490,2330,1314,89,5,79,18,82,1.06,98,107,90
Greensboro NC,1994,2650,2325,1534,89,6,79,21,75,1.07,98,122,90
Greensboro NC,1995,2750,2305,1657,89,7,74,22,76,1.07,98,128,90
Greensboro NC,1996,2910,2345,1768,89,7,77,22,79,1.08,98,133,89
Greensboro NC,1997,3065,2405,1874,89,7,82,23,77,1.08,98,138,89
Greensboro NC,1998,3280,2345,2092,89,8,78,25,75,1.08,98,151,89
Greensboro NC,1999,3345,2415,2217,90,9,77,25,82,1.08,99,157,89
Greensboro NC,2000,3555,2365,2334,91,9,79,26,81,1.09,99,160,91
Greensboro NC,2001,3705,2340,2621,91,10,79,27,82,1.09,100,174,89
Greensboro NC,2002,3810,2350,2797,91,11,78,29,81,1.1,99,183,88
Greensboro NC,2003,3935,2355,2988,90,12,76,29,83,1.1,99,191,89
Greensboro NC,2004,4020,2400,3113,89,12,80,30,83,1.1,100,194,89
Greensboro NC,2005,4095,2470,3139,90,13,79,30,84,1.1,100,189,89
Greensboro NC,2006,4115,2495,3164,91,13,81,30,86,1.1,100,185,89
Greensboro NC,2007,4220,2540,3351,90,13,82,31,84,1.1,100,190,89
Greensboro NC,2008,4225,2620,3399,90,14,79,31,83,1.1,100,186,89
Greensboro NC,2009,4350,2800,3250,90,13,80,30,84,1.1,100,178,89
Greensboro NC,2010,4450,3120,3369,90,13,83,30,85,1.1,100,182,89
Greensboro NC,2011,4583,3178,3444,91,14,79,31,83,1.1,100,180,88
Greensboro NC,2012,4535,3260,3473,91,14,80,31,84,1.1,100,178,89
Greensboro NC,2013,4477,3086,3503,91,14,83,31,84,1.1,100,177,90
Greensboro NC,2014,4531,3123,3534,93,14,84,32,83,1.11,101,176,91
Hartford CT,1982,4790,3255,1879,55,3,36,9,65,1.07,57,225,54
Hartford CT,1983,5250,3305,1890,57,3,42,9,70,1.07,59,220,54
Hartford CT,1984,5525,3355,2275,54,4,34,10,70,1.08,57,253,54
Hartford CT,1985,5900,3400,2594,54,4,40,12,63,1.08,58,279,53
Hartford CT,1986,6155,3510,3066,52,5,33,14,58,1.09,56,324,51
Hartford CT,1987,6480,3595,3285,53,5,39,14,64,1.09,59,335,52
Hartford CT,1988,6720,3725,3803,52,6,31,17,59,1.1,55,372,49
Hartford CT,1989,6915,3800,4230,48,7,29,18,59,1.11,52,395,49
Hartford CT,1990,7200,3915,4674,48,7,38,20,59,1.12,51,414,49
Hartford CT,1991,7680,3950,5391,46,9,22,22,54,1.13,49,458,47
Hartford CT,1992,8315,4100,6107,46,10,16,25,45,1.14,47,504,44
Hartford CT,1993,8480,4350,6230,47,10,24,25,55,1.14,50,499,46
Hartford CT,1994,8580,4690,6747,47,11,20,27,52,1.15,51,527,45
Hartford CT,1995,8795,5020,7295,46,12,20,29,48,1.16,50,554,45
Hartford CT,1996,8875,5300,7438,49,12,31,29,56,1.16,53,549,49
Hartford CT,1997,9185,5510,7782,51,12,38,30,57,1.16,55,561,51
Hartford CT,1998,9400,5790,8467,50,13,34,32,54,1.17,53,601,50
Hartford CT,1999,9735,6105,8785,50,14,34,33,53,1.18,53,610,49
Hartford CT,2000,10215,6310,9409,50,15,33,34,50,1.18,54,633,49
Hartford CT,2001,10175,6730,9877,50,16,31,36,46,1.19,51,646,50
Hartford CT,2002,10360,6900,10200,48,16,36,36,47,1.19,54,656,50
Hartford CT,2003,10425,7015,10514,51,17,36,37,49,1.19,53,661,50
Hartford CT,2004,10565,7225,11093,50,18,33,38,49,1.2,52,680,50
Hartford CT,2005,10590,7495,11539,50,18,39,40,42,1.21,47,684,50
Hartford CT,2006,10745,7520,12308,50,19,33,42,39,1.22,44,706,49
Hartford CT,2007,10840,7585,12846,49,20,26,44,31,1.23,43,717,49
Hartford CT,2008,10780,7470,13653,47,22,15,46,27,1.24,42,734,49
Hartford CT,2009,11100,7400,13458,47,21,17,45,26,1.23,39,726,47
Hartford CT,2010,11580,7420,13424,48,21,21,45,24,1.23,40,713,48
Hartford CT,2011,11693,7428,13073,49,21,22,44,28,1.23,40,673,48
Hartford CT,2012,10545,7520,13182,49,21,25,44,30,1.23,40,665,49
Hartford CT,2013,10785,7322,13291,51,21,27,44,30,1.23,42,660,49
Hartford CT,2014,11022,7073,13406,51,21,32,45,29,1.23,43,656,50
Honolulu HI,1982,3320,2410,3233,37,6,11,21,14,1.29,3,346,40
Honolulu HI,1983,3700,2455,3419,37,6,12,21,14,1.29,3,355,39
Honolulu HI,1984,3865,2505,3733,38,7,11,23,13,1.3,4,371,40
Honolulu HI,1985,3965,2555,4024,39,7,13,24,15,1.32,3,387,42
Honolulu HI,1986,4105,2555,4403,39,8,12,26,15,1.33,3,415,40
Honolulu HI,1987,4540,2600,4944,38,9,12,28,16,1.35,3,450,39
Honolulu HI,1988,4940,2615,5418,38,10,9,29,16,1.35,3,473,41
Honolulu HI,1989,5155,2690,5528,40,10,9,29,16,1.35,3,461,42
Honolulu HI,1990,5225,2700,6015,40,11,9,31,15,1.37,3,476,43
Honolulu HI,1991,5365,2785,6265,42,11,12,32,14,1.38,3,475,43
Honolulu HI,1992,5555,2935,6922,41,13,8,34,14,1.4,3,510,43
Honolulu HI,1993,5505,3070,7144,43,13,10,35,15,1.4,3,511,45
Honolulu HI,1994,5615,3090,7411,44,14,9,35,18,1.41,3,517,47
Honolulu HI,1995,5635,3170,8082,44,15,10,38,15,1.43,3,548,46
Honolulu HI,1996,5680,3175,8435,44,15,10,39,15,1.44,3,556,48
Honolulu HI,1997,5720,3100,8833,44,16,10,41,16,1.45,3,569,50
Honolulu HI,1998,5725,3080,8990,48,16,12,41,17,1.45,3,570,51
Honolulu HI,1999,5715,3100,9395,48,17,12,43,16,1.47,3,583,52
Honolulu HI,2000,5625,3115,9585,49,17,16,44,16,1.47,3,575,53
Honolulu HI,2001,5740,3135,9905,49,18,15,44,21,1.48,3,578,53
Honolulu HI,2002,5775,3155,10117,50,18,19,45,23,1.48,3,581,53
Honolulu HI,2003,5930,3175,10599,50,19,17,46,23,1.49,3,595,53
Honolulu HI,2004,6000,3200,11104,49,20,14,48,21,1.5,3,608,52
Honolulu HI,2005,6015,3250,11973,49,22,11,51,16,1.53,3,634,52
Honolulu HI,2006,6080,3200,12376,49,23,10,52,15,1.54,3,634,52
Honolulu HI,2007,6275,3170,12766,50,23,12,52,15,1.54,3,637,52
Honolulu HI,2008,6150,3095,12955,50,24,9,52,14,1.54,3,622,52
Honolulu HI,2009,6200,3100,12636,49,23,8,50,12,1.52,3,609,52
Honolulu HI,2010,6213,3110,13157,49,24,8,51,10,1.53,3,624,52
Honolulu HI,2011,6265,3148,13478,48,25,8,50,12,1.53,3,619,52
Honolulu HI,2012,5855,3125,13738,48,25,10,50,16,1.52,3,618,52
Honolulu HI,2013,5959,3139,13951,48,25,10,50,18,1.52,3,619,52
Honolulu HI,2014,6066,3252,14118,48,26,10,50,18,1.53,3,616,53
Houston TX,1982,20000,19335,29123,5,9,8,42,3,1.28,4,3730,5
Houston TX,1983,21930,19870,30867,5,9,7,44,3,1.29,3,3831,5
Houston TX,1984,23280,20705,33684,5,10,7,47,3,1.31,3,4007,5
Houston TX,1985,23135,20690,33355,5,10,8,46,3,1.3,4,3832,5
Houston TX,1986,24680,20370,32577,6,10,8,43,4,1.29,6,3674,5
Houston TX,1987,25635,20285,31482,8,10,8,41,4,1.28,7,3426,6
Houston TX,1988,27280,21535,31097,9,9,12,40,7,1.27,10,3249,8
Houston TX,1989,28310,22255,31834,10,10,9,40,8,1.27,10,3173,8
Houston TX,1990,30000,22480,32558,11,10,13,40,9,1.27,12,3079,9
Houston TX,1991,31600,23675,33873,11,10,15,40,11,1.27,12,3074,9
Houston TX,1992,32800,23565,34557,11,10,16,40,11,1.27,12,3045,10
Houston TX,1993,34000,25260,35792,11,11,15,40,12,1.27,14,3062,10
Houston TX,1994,35900,25805,37432,11,11,20,40,12,1.27,16,3122,11
Houston TX,1995,37500,26785,39785,11,12,20,41,12,1.28,18,3227,10
Houston TX,1996,39000,28345,41778,11,13,17,41,12,1.28,18,3291,11
Houston TX,1997,40500,31965,44101,11,13,27,42,14,1.28,21,3396,11
Houston TX,1998,42000,33665,46100,11,14,27,42,15,1.28,22,3496,11
Houston TX,1999,43200,35770,48815,11,15,26,42,18,1.28,23,3622,11
Houston TX,2000,45000,37085,51616,11,16,23,43,19,1.29,23,3705,11
Houston TX,2001,47000,39210,57333,10,17,20,46,16,1.3,21,4002,9
Houston TX,2002,48900,39980,61135,9,18,19,47,16,1.31,20,4201,8
Houston TX,2003,49800,39540,65067,8,20,12,49,14,1.32,17,4371,8
Houston TX,2004,51000,39330,67121,8,20,14,49,17,1.33,16,4392,9
Houston TX,2005,52600,39355,71389,8,22,11,52,13,1.34,16,4518,8
Houston TX,2006,53500,41000,74594,9,23,10,53,13,1.35,16,4569,7
Houston TX,2007,55000,41500,75323,9,23,12,53,13,1.35,16,4491,7
Houston TX,2008,54020,39000,76060,7,23,12,52,14,1.34,17,4367,6
Houston TX,2009,54290,39195,76047,7,23,8,51,10,1.34,17,4383,6
Houston TX,2010,54300,39587,76689,7,23,10,51,10,1.34,17,4347,6
Houston TX,2011,54700,40768,80314,6,24,11,54,10,1.35,16,4413,6
Houston TX,2012,53620,40705,87701,5,27,7,58,8,1.37,14,4722,4
Houston TX,2013,51518,38480,92053,4,28,6,61,8,1.39,12,4884,4
Houston TX,2014,51673,39211,94300,4,29,5,61,8,1.39,12,4924,4
Indianapolis IN,1982,5530,8310,4947,25,5,16,18,21,1.09,43,553,27
Indianapolis IN,1983,5400,8420,5237,25,5,19,19,22,1.09,47,567,28
Indianapolis IN,1984,5790,8490,5625,25,5,22,21,19,1.1,46,584,28
Indianapolis IN,1985,6060,8600,6009,25,6,17,22,20,1.1,48,602,28
Indianapolis IN,1986,6695,8710,6905,25,6,23,24,18,1.11,45,680,27
Indianapolis IN,1987,6810,8915,7263,25,7,19,24,20,1.11,45,690,27
Indianapolis IN,1988,6920,9020,7850,25,7,21,26,20,1.12,45,716,28
Indianapolis IN,1989,7065,9095,8443,28,8,18,28,19,1.13,45,734,32
Indianapolis IN,1990,7795,9315,8644,30,8,25,28,22,1.13,47,713,33
Indianapolis IN,1991,8100,9525,8919,30,8,31,28,25,1.13,49,706,35
Indianapolis IN,1992,8900,9730,9373,32,9,28,29,28,1.13,51,721,35
Indianapolis IN,1993,9290,9920,10365,31,10,24,32,22,1.14,50,774,34
Indianapolis IN,1994,10145,10585,11032,33,10,37,33,23,1.15,51,803,35
Indianapolis IN,1995,11000,10935,11890,33,11,35,35,20,1.16,50,841,36
Indianapolis IN,1996,10895,11465,12851,32,12,31,36,21,1.16,53,883,36
Indianapolis IN,1997,11540,12400,13540,31,13,27,38,21,1.17,52,910,36
Indianapolis IN,1998,11320,12400,14048,33,13,34,39,23,1.17,53,930,37
Indianapolis IN,1999,11315,12400,14412,35,13,44,39,28,1.17,58,933,37
Indianapolis IN,2000,11500,12325,15446,34,14,43,41,26,1.18,54,967,37
Indianapolis IN,2001,11500,12700,15943,35,15,40,41,31,1.18,57,971,37
Indianapolis IN,2002,11400,13290,16701,35,16,36,42,30,1.18,60,1001,37
Indianapolis IN,2003,11390,13300,17448,34,16,44,43,28,1.19,53,1023,37
Indianapolis IN,2004,11500,13400,17998,34,17,43,43,28,1.19,55,1028,38
Indianapolis IN,2005,11900,13470,18897,34,18,39,43,32,1.19,58,1044,37
Indianapolis IN,2006,12400,13520,20680,32,19,33,44,31,1.19,59,1105,34
Indianapolis IN,2007,13000,13600,21898,31,20,26,44,31,1.19,63,1139,30
Indianapolis IN,2008,13340,13685,23245,30,22,15,45,30,1.2,57,1165,30
Indianapolis IN,2009,13500,13398,22636,28,21,17,43,28,1.19,59,1138,29
Indianapolis IN,2010,13800,13900,23555,28,22,16,43,32,1.19,58,1165,29
Indianapolis IN,2011,14205,14283,23811,28,22,17,43,33,1.19,60,1142,30
Indianapolis IN,2012,13640,16295,24152,29,22,18,43,33,1.19,60,1135,30
Indianapolis IN,2013,12684,15782,24774,28,23,17,44,30,1.19,60,1147,30
Indianapolis IN,2014,12735,16382,25066,29,23,18,43,35,1.19,61,1142,30
Indio-Cathedral City CA,1982,390,1600,157,97,1,86,6,90,1.25,8,23,97
Indio-Cathedral City CA,1983,400,1700,192,97,1,86,7,85,1.26,7,28,96
Indio-Cathedral City CA,1984,410,1775,230,97,1,87,7,90,1.26,9,32,95
Indio-Cathedral City CA,1985,420,1850,247,98,1,90,7,92,1.26,8,33,96
Indio-Cathedral City CA,1986,440,1910,292,98,1,91,8,90,1.27,9,39,96
Indio-Cathedral City CA,1987,450,2000,319,98,1,93,8,92,1.27,11,41,96
Indio-Cathedral City CA,1988,470,2060,319,98,1,94,7,95,1.26,13,39,98
Indio-Cathedral City CA,1989,480,2100,324,98,1,97,7,97,1.26,14,38,98
Indio-Cathedral City CA,1990,495,2180,379,98,1,98,8,95,1.27,12,42,98
Indio-Cathedral City CA,1991,500,2250,393,98,1,98,7,98,1.27,12,42,98
Indio-Cathedral City CA,1992,515,2300,390,99,1,98,7,98,1.26,16,40,99
Indio-Cathedral City CA,1993,525,2390,407,99,2,96,7,98,1.26,19,41,99
Indio-Cathedral City CA,1994,550,2425,406,99,2,96,6,98,1.26,21,40,99
Indio-Cathedral City CA,1995,575,2500,398,100,1,100,6,99,1.25,24,38,99
Indio-Cathedral City CA,1996,580,2580,417,100,2,97,6,100,1.25,26,38,100
Indio-Cathedral City CA,1997,585,2630,455,100,2,99,6,100,1.25,29,41,100
Indio-Cathedral City CA,1998,600,2700,444,101,2,99,5,101,1.25,31,39,100
Indio-Cathedral City CA,1999,660,2760,453,101,2,99,5,101,1.25,31,39,100
Indio-Cathedral City CA,2000,700,2840,447,101,2,100,5,101,1.25,34,38,101
Indio-Cathedral City CA,2001,750,2900,458,101,2,101,5,101,1.25,35,37,101
Indio-Cathedral City CA,2002,800,2975,457,101,2,101,5,101,1.24,38,37,101
Indio-Cathedral City CA,2003,880,3200,605,101,2,101,6,101,1.26,35,48,101
Indio-Cathedral City CA,2004,1020,3400,675,101,3,101,7,101,1.26,35,52,101
Indio-Cathedral City CA,2005,1100,3700,851,101,3,101,9,101,1.28,33,63,101
Indio-Cathedral City CA,2006,1155,3970,964,101,4,101,10,101,1.29,31,69,101
Indio-Cathedral City CA,2007,1135,4140,882,101,3,101,9,101,1.28,32,62,101
Indio-Cathedral City CA,2008,1095,4355,644,101,2,101,6,101,1.26,38,43,101
Indio-Cathedral City CA,2009,1083,4307,664,101,2,101,7,101,1.26,34,45,101
Indio-Cathedral City CA,2010,1088,4435,656,101,2,101,6,101,1.26,34,43,101
Indio-Cathedral City CA,2011,1058,4473,662,101,2,101,6,101,1.26,35,43,101
Indio-Cathedral City CA,2012,1065,4480,662,101,2,101,6,101,1.26,35,42,101
Indio-Cathedral City CA,2013,2012,4308,662,101,2,101,6,101,1.26,34,41,101
Indio-Cathedral City CA,2014,2056,4403,660,101,2,101,6,101,1.26,36,40,101
Jackson MS,1982,2025,3400,576,82,2,62,7,82,1.04,90,81,80
Jackson MS,1983,2100,3470,586,86,2,68,7,85,1.04,91,80,82
Jackson MS,1984,2180,3520,617,86,2,78,7,90,1.04,94,81,82
Jackson MS,1985,2230,3600,646,86,2,82,7,92,1.04,97,82,83
Jackson MS,1986,2275,3660,658,87,2,84,7,94,1.04,98,82,86
Jackson MS,1987,2320,3750,692,88,2,86,7,94,1.04,98,83,86
Jackson MS,1988,2395,3820,720,88,2,86,7,95,1.04,99,83,88
Jackson MS,1989,2500,3915,743,90,2,89,7,97,1.04,99,82,90
Jackson MS,1990,2660,4000,840,90,3,87,8,95,1.04,99,87,89
Jackson MS,1991,2835,4150,1162,88,4,82,11,92,1.05,98,116,85
Jackson MS,1992,3000,4240,1274,88,4,86,12,91,1.05,99,124,83
Jackson MS,1993,3095,4320,1461,88,5,79,14,90,1.06,98,138,82
Jackson MS,1994,3205,4400,1603,87,5,85,15,91,1.06,99,147,82
Jackson MS,1995,3395,4475,1810,87,6,81,17,89,1.07,98,162,81
Jackson MS,1996,3535,4560,1940,87,6,84,18,89,1.07,99,168,81
Jackson MS,1997,3655,4630,2293,84,7,82,21,86,1.08,98,194,81
Jackson MS,1998,3745,4715,2309,86,7,85,21,89,1.08,98,193,81
Jackson MS,1999,3865,4870,2592,85,8,84,23,87,1.09,97,212,81
Jackson MS,2000,3905,4930,2971,82,9,79,26,81,1.1,96,235,79
